,item_id,url,title,authors,lang,img,year,description,Tags
566,4574034,https://www.goodreads.com/book/show/14995.Odd_Thomas,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,"""The dead don't talk. I don't know why."" But they do try to communicate, with a short-order cook in a small desert town serving as their reluctant confidant. Odd Thomas thinks of himself as an ordinary guy, if possessed of a certain measure of talent at the Pico Mundo Grill and rapturously in love with the most beautiful girl in the world, Stormy Llewellyn.
Maybe he has a gift, maybe it's a curse, Odd has never been sure, but he tries to do his best by the silent souls who seek him out. Sometimes they want justice, and Odd's otherworldly tips to Pico Mundo's sympathetic police chief, Wyatt Porter, can solve a crime. Occasionally they can prevent one. But this time it's different.
A mysterious man comes to town with a voracious appetite, a filing cabinet stuffed with information on the world's worst killers, and a pack of hyena-like shades following him wherever he goes. Who the man is and what he wants, not even Odd's deceased informants can tell him. His most ominous clue is a page ripped from a day-by-day calendar for August 15.
Today is August 14.
In less than twenty-four hours, Pico Mundo will awaken to a day of catastrophe. As evil coils under the searing desert sun, Odd travels through the shifting prisms of his world, struggling to avert a looming cataclysm with the aid of his soul mate and an unlikely community of allies that includes the King of Rock 'n' Roll. His account of two shattering days when past and present, fate and destiny converge is the stuff of our worst nightmares, and a testament by which to live: sanely if not safely, with courage, humor, and a full heart that even in the darkness must persevere.",crime detective 19th century thriller mystery survival drama action horror scary ghosts magic supernatural dark inspirational suspense creepy murder psychology action packed afterlife story psychological
567,19082075,https://www.goodreads.com/book/show/13521399-confessions-of-a-murder-suspect,"Confessions of a Murder Suspect (Confessions, #1)","James Patterson, Maxine Paetro",eng,https://images.gr-assets.com/books/1377041438m/13521399.jpg,2012,"On the night Malcolm and Maud Angel are murdered, Tandy Angel knows just three things: She was the last person to see her parents alive. The police have no suspects besides Tandy and her three siblings. She can't trust anyone --- maybe not even herself.
Having grown up under Malcolm and Maud's intense perfectionist demands, no child comes away undamaged. Tandy decides that she will have to clear the family name, but digging deeper into her powerful parents' affairs is a dangerous -- and revealing -- game. Who knows what the Angels are truly capable of?",crime thriller mystery dystopia suspense satire psychological
568,490324,https://www.goodreads.com/book/show/32499.The_Pelican_Brief,The Pelican Brief,John Grisham,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,"In suburban Georgetown a killer's Reeboks whisper on the front floor of a posh home... In a seedy D.C. porno house a patron is swiftly garroted to death... The next day America learns that two of its Supreme Court justices have been assassinated. And in New Orleans, a young law student prepares a legal brief... To Darby Shaw it was no more than a legal shot in the dark, a brilliant guess. To the Washington establishment it was political dynamite. Suddenly Darby is witness to a murder -- a murder intended for her. Going underground, she finds there is only one person she can trust -- an ambitious reporter after a newsbreak hotter than Watergate -- to help her piece together the deadly puzzle. Somewhere between the bayous of Louisiana and the White House's inner sanctums, a violent cover-up is being engineered. For someone has read Darby's brief. Someone who will stop at nothing to destroy the evidence of an unthinkable crime.",crime mystery suspense politics story psychological courtroom drama lawyers espionage spies
569,3204998,https://www.goodreads.com/book/show/1110.The_Broker,The Broker,John Grisham,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,"In his final hours in the Oval Office, the outgoing President grants a controversial last-minute pardon to Joel Backman, a notorious Washington power broker who has spent the last six years hidden away in a federal prison. What no one knows is that the President issues the pardon only after receiving enormous pressure from the CIA. It seems Backman, in his power broker heyday, may have obtained secrets that compromise the world's most sophisticated satellite surveillance system.
Backman is quietly smuggled out of the country in a military cargo plane, given a new name, a new identity, and a new home in Italy. Eventually, after he has settled into his new life, the CIA will leak his whereabouts to the Israelis, the Russians, the Chinese, and the Saudis. Then the CIA will do what it does best: sit back and watch. The question is not whether Backman will survive, there is no chance of that. The question the CIA needs answered is, who will kill him?
From the Hardcover edition.",crime mystery suspense politics story italy courtroom drama lawyers espionage spies
570,26639786,https://www.goodreads.com/book/show/18751827-seven-sons,"Seven Sons (Gypsy Brothers, #1)",Lili St. Germain,eng,https://images.gr-assets.com/books/1385381525m/18751827.jpg,2014,"My father was most certainly NOT an innocent man. As the leader of the Gypsy Brothers MC, he was guilty of many things. But he died for a crime that he didn't commit, framed by an enemy within who then stole his club and everything he had ever worked to protect.
Including my innocence.
When Dornan Ross framed my father, he set into motion a series of events that could never be undone. My father was murdered by Dornan Ross and his sons when I was fifteen years old.
Before my father died, Dornan Ross and his seven sons stole my innocence, branded my skin and in doing so, ensured that their lives would be prematurely cut short. That they would suffer.
I've just turned twenty-one, and I'm out for blood. I'm out for revenge.
But I didn't expect to fall for Jase, the youngest brother in the club.
I didn't expect that he would turn my world upside down, yank my heart out of my chest and ride away into the sunset with it.
Now, I'm faced with an impossible choice - Jase, or avenging my fathers death?",crime erotic suspense
571,29532521,https://www.goodreads.com/book/show/20416579-six-brothers,"Six Brothers (Gypsy Brothers, #2)",Lili St. Germain,eng,https://images.gr-assets.com/books/1389426623m/20416579.jpg,2014,"I have lied.
I have cheated.
I have given my body and my life to the man who destroyed my family and left me for dead.
I have killed, I have sinned, and worst of all, I have enjoyed the misery of others.
I have licked the salty tears of a father mourning his firstborn son, and nothing has ever tasted so sweet.
I have died, and I have been resurrected, a phoenix from the ashes.
I know I'm going to hell. I'll burn in the fiery pits alongside Dornan and his sons for the things I've done, and for the things I'm about to do.
But I don't care. It will be worth every lick of the devils flames on my guilty flesh to destroy Dornan Ross.
One down, six to go.",crime romance erotic suspense
572,40159653,https://www.goodreads.com/book/show/20814203-five-miles,"Five Miles (Gypsy Brothers, #3)",Lili St. Germain,eng,https://images.gr-assets.com/books/1393457347m/20814203.jpg,2014,"My father taught me the importance of an eye for an eye--a cardinal rule, ingrained in every club member.
A life for a life.
Seven lives in payment for an unimaginable list of sins.
People might wonder why I'm doing this. If this vengeance is borne from some noble cause. If I'm trying to prevent others from suffering at the hands of Dornan Ross and his sons.
But I'm no selfless vigilante.
I'm doing this for me. I'm doing it because I want to.
I'm doing this because I just want to be able to sleep at night without seeing their faces.
This is the fate they have earned. The penance for their crimes.
Time to send some of these brothers off with a bang.",crime romance erotic suspense
573,40698052,https://www.goodreads.com/book/show/21400356-debt-inheritance,"Debt Inheritance (Indebted, #1)",Pepper Winters,eng,https://images.gr-assets.com/books/1395175825m/21400356.jpg,2014,"""I own you. I have the piece of paper to prove it. It's undeniable and unbreakable. You belong to me until you've paid off your debts."" 
Nila Weaver's family is indebted. Being the first born daughter, her life is forfeit to the first born son of the Hawks to pay for sins of ancestors past. The dark ages might have come and gone, but debts never leave. She has no choice in the matter.
She is no longer free.
Jethro Hawk receives Nila as an inheritance present on his twenty-ninth birthday. Her life is his until she's paid off a debt that's centuries old. He can do what he likes with her--nothing is out of bounds--she has to obey.
There are no rules. Only payments.",crime erotic suspense
574,42421291,https://www.goodreads.com/book/show/22855494-first-debt,"First Debt (Indebted, #2)",Pepper Winters,en-CA,https://images.gr-assets.com/books/1411483970m/22855494.jpg,2014,"""You say I'll never own you. If I win--you willingly give me that right. You sign not only the debt agreement, but another--one that makes me your master until your last breath is taken. You do that, and I'll give you this.""
Nila Weaver's family is indebted. Stolen, taken, and bound not by monsters but by an agreement written over six hundred years ago, she has no way out.
She belongs to Jethro as much as she denies it.
Jethro Hawk's patience is running out. His inheritance gift tests, challenges, and surprises him--and not in good ways. He hasn't leashed her but he thinks he might've found a way to bind her forever.
Debts are mounting. Payment waiting.",crime romance erotic suspense
575,43079747,https://www.goodreads.com/book/show/23489258-second-debt,"Second Debt (Indebted, #3)",Pepper Winters,en-GB,https://images.gr-assets.com/books/1418824949m/23489258.jpg,2015,"""I tried to play a game. I tried to wield deceit as perfectly as the Hawks. But when I thought I was winning, I wasn't. Jethro isn't what he seems--he's the master of duplicity. However, I refuse to let him annihilate me further.""
Nila Weaver has grown from naive seamstress to full-blown fighter. Every humdrum object is her arsenal, and sex...sex is her greatest weapon of all.
She's paid the First Debt. She'll probably pay more.
But she has no intention of letting the Hawks win.
Jethro Hawk has found more than a worthy adversary in Nila--he's found the woman who could destroy him. There's a fine line between hatred and love, and an even finer path between fear and respect.
The fate of his house rests on his shoulders, but no matter how much ice lives inside his heart, Nila flames too bright to be extinguished.",crime romance erotic suspense
576,43199823,https://www.goodreads.com/book/show/23597614-third-debt,"Third Debt (Indebted, #4)",Pepper Winters,eng,https://images.gr-assets.com/books/1423580864m/23597614.jpg,2015,"""She healed me. She broke me. I set her free. But we are in this together. We will end this together. The rules of this ancient game can't be broken.""
Nila Weaver no longer recognises herself. She's left her lover, her courage, and her promise. Two debts down. Too many to go.
Jethro Hawk no longer recognises himself. He's embraced what he always ran from, and now faces punishment far greater than he feared.
It's almost time. It's demanding to be paid.
The Third Debt will be the ultimate test...",crime romance erotic suspense
577,43199828,https://www.goodreads.com/book/show/25371482-fourth-debt,"Fourth Debt (Indebted, #5)",Pepper Winters,eng,https://images.gr-assets.com/books/1439288788m/25371482.jpg,0,"Fifth Book in the New York Times Bestselling Series.
""We'd won. We'd cut through the lies and treachery and promised an alliance that would free us both. But even as we won, we lost. We didn't see what was coming. We didn't know we had to plan a resurrection."" 
Nila Weaver fell in love. She gifted her entire soul to a man she believed was worthy. And in the process, she destroyed herself. Three debts paid, the fourth only days away. The Debt Inheritance has almost claimed another victim.
Jethro Hawk fell in love. He let down his walls to a woman he believed was his cure. For a moment, he was free. But then he paid the ultimate price.
There is no more love. Only war. Hope is dead. Now, there is only death all around them.
**Only suitable for Dark Romance lovers.
Full length book. Six in series. Fourth Debt is 85,000 words.",crime romance erotic suspense
578,389945,https://www.goodreads.com/book/show/293625.Child_of_God,Child of God,Cormac McCarthy,,https://images.gr-assets.com/books/1320509467m/293625.jpg,1993,"In this taut, chilling novel, Lester Ballard--a violent, dispossessed man falsely accused of rape--haunts the hill country of East Tennessee when he is released from jail. While telling his story, Cormac McCarthy depicts the most sordid aspects of life with dignity, humor, and characteristic lyrical brilliance.",crime religion war horror scary suspense creepy 1970s disturbing
579,1070686,https://www.goodreads.com/book/show/37301.Rules_of_Prey,"Rules of Prey (Lucas Davenport, #1)",John Sandford,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"The ""maddog"" murderer who is terrorizing the Twin Cities is two things: insane and extremely intelligent. He kills for the pleasure of it and thoroughly enjoys placing elaborate obstacles to keep police befuddled. Each clever move he makes is another point of pride. But when the brilliant Lieutenant Lucas Davenport--a dedicated cop and a serial killer's worst nightmare--is brought in to take up the investigation, the maddog suddenly has an adversary worthy of his genius.",crime detective thriller mystery literature suspense story police minnesota
580,3088141,https://www.goodreads.com/book/show/237209.In_the_Woods,"In the Woods (Dublin Murder Squad, #1)",Tana French,eng,https://images.gr-assets.com/books/1348442606m/237209.jpg,2007,"A gripping thriller and New York Times bestseller from the acclaimed author of Broken Harbor and The Secret Place
As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children gripping a tree trunk in terror, wearing blood-filled sneakers, and unable to recall a single detail of the previous hours.
Twenty years later, the found boy, Rob Ryan, is a detective on the Dublin Murder Squad and keeps his past a secret. But when a twelve-year-old girl is found murdered in the same woods, he and Detective Cassie Maddox--his partner and closest friend--find themselves investigating a case chillingly similar to the previous unsolved mystery. Now, with only snippets of long-buried memories to guide him, Ryan has the chance to uncover both the mystery of the case before him and that of his own shadowy past.
Richly atmospheric and stunning in its complexity, In the Woods is utterly convincing and surprising to the end.
Look for French's new mystery, The Trespasser, for more of the Dublin Murder Squad.",crime detective thriller mystery dark suspense creepy
581,6504351,https://www.goodreads.com/book/show/1914973.The_Likeness,"The Likeness (Dublin Murder Squad, #2)",Tana French,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"The eagerly anticipated follow-up to the New York Times bestselling psychological thriller In the Woods.
Six months after the events of In the Woods, Detective Cassie Maddox is still trying to recover. She's transferred out of the murder squad and started a relationship with Detective Sam O'Neill, but she's too badly shaken to make a commitment to him or to her career. Then Sam calls her to the scene of his new case: a young woman found stabbed to death in a small town outside Dublin. The dead girl's ID says her name is Lexie Madison - the identity Cassie used years ago as an undercover detective - and she looks exactly like Cassie.
With no leads, no suspects, and no clue to Lexie's real identity, Cassie's old undercover boss, Frank Mackey, spots the opportunity of a lifetime. They can say that the stab wound wasn't fatal and send Cassie undercover in her place to find out information that the police never would and to tempt the killer out of hiding. At first Cassie thinks the idea is crazy, but she is seduced by the prospect of working on a murder investigation again and by the idea of assuming the victim's identity as a graduate student with a cozy group of friends.
As she is drawn into Lexie's world, Cassie realizes that the girl's secrets run deeper than anyone imagined. Her friends are becoming suspicious, Sam has discovered a generations-old feud involving the old house the students lived in, and Frank is starting to suspect that Cassie's growing emotional involvement could put the whole investigation at risk. Another gripping psychological thriller featuring the headstrong protagonist we've come to love, from an author who has proven that she can deliver.",crime detective thriller mystery suspense
582,7350661,https://www.goodreads.com/book/show/7093952-faithful-place,"Faithful Place (Dublin Murder Squad, #3)",Tana French,eng,https://images.gr-assets.com/books/1291165900m/7093952.jpg,2010,"Back in 1985, Frank Mackey was a nineteen year old kid with a dream of escaping his family's cramped flat on Faithful Place and running away to London with his girl, Rosie Daly. But on the night they were supposed to leave, Rosie didn't show. Frank took it for granted that she'd dumped him - probably because of his alcoholic father, nutcase mother, and generally dysfunctional family. He never went home again. Neither did Rosie. Then, twenty-two years later, Rosie's suitcase shows up behind a fireplace in a derelict house on Faithful Place, and Frank, now a detective in the Dublin Undercover squad, is going home whether he likes it or not.
Getting sucked in is a lot easier than getting out again. Frank finds himself straight back in the dark tangle of relationships he left behind. The cops working the case want him out of the way, in case loyalty to his family and community makes him a liability. Faithful Place wants him out because he's a detective now, and the Place has never liked cops. Frank just wants to find out what happened to Rosie Daly - and he's willing to do whatever it takes, to himself or anyone else, to get the job done.",crime detective thriller mystery suspense
583,14325072,https://www.goodreads.com/book/show/9440448-buried-prey,"Buried Prey (Lucas Davenport, #21)",John Sandford,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"A house demolition provides an unpleasant surprise for Minneapolis-the bodies of two girls, wrapped in plastic. It looks like they've been there a long time. Lucas Davenport knows exactly how long.
In 1985, Davenport was a young cop with a reputation for recklessness, and the girls' disappearance was a big deal. His bosses ultimately declared the case closed, but he never agreed with that. Now that he has a chance to investigate it all over again, one thing is becoming increasingly clear: It wasn't just the bodies that were buried. It was the truth.",crime detective thriller mystery literature suspense story archaeology police minnesota
584,15718578,https://www.goodreads.com/book/show/10805160-broken-harbour,"Broken Harbour (Dublin Murder Squad, #4)",Tana French,eng,https://images.gr-assets.com/books/1336120776m/10805160.jpg,2012,"In Broken Harbour, a ghost estate outside Dublin - half-built, half-inhabited, half-abandoned - two children and their father are dead. The mother is on her way to intensive care. Scorcher Kennedy is given the case because he is the Murder Squad's star detective. At first he and his rookie partner, Richie, think this is a simple one: Pat Spain was a casualty of the recession, so he killed his children, tried to kill his wife Jenny, and finished off with himself. But there are too many inexplicable details and the evidence is pointing in two directions at once.
Scorcher's personal life is tugging for his attention. Seeing the case on the news has sent his sister Dina off the rails again, and she's resurrecting something that Scorcher thought he had tightly under control: what happened to their family, one summer at Broken Harbour, back when they were children. The neat compartments of his life are breaking down, and the sudden tangle of work and family is putting both at risk . . .",crime detective thriller mystery suspense
585,26493480,https://www.goodreads.com/book/show/18667817-field-of-prey,"Field of Prey (Lucas Davenport, #24)",John Sandford,eng,https://images.gr-assets.com/books/1382035214m/18667817.jpg,2014,"The night after the fourth of July, Layton Carlson Jr., of Red Wing, Minnesota, finally got lucky. And unlucky.
He'd picked the perfect spot to lose his virginity to his girlfriend, an abandoned farmyard in the middle of cornfields: nice, private, and quiet. The only problem was . . . something smelled bad--like, really bad. He mentioned it to a county deputy he knew, and when the cop took a look, he found a body stuffed down a cistern. And then another, and another.
By the time Lucas Davenport was called in, the police were up to fifteen bodies and counting. And as if that wasn't bad enough, when Lucas began to investigate, he made some disturbing discoveries of his own. The victims had been killed over a great many years, one every summer, regular as clockwork. How could this have happened without anybody noticing?
Because one thing was for sure: the killer had to live close by. He was probably even someone they saw every day. . . .",crime detective thriller mystery literature suspense story police minnesota
586,42819638,https://www.goodreads.com/book/show/23281640-gathering-prey,"Gathering Prey (Lucas Davenport, #25)",John Sandford,,https://images.gr-assets.com/books/1417985559m/23281640.jpg,2015,"The extraordinary new Lucas Davenport thriller from #1 New York Times-bestselling author and Pulitzer Prize-winner John Sandford.
They call them Travelers. They move from city to city, panhandling, committing no crimes--they just like to stay on the move. And now somebody is killing them.
Lucas Davenport's adopted daughter, Letty, is home from college when she gets a phone call from a woman Traveler she'd befriended in San Francisco. The woman thinks somebody's killing her friends, she's afraid she knows who it is, and now her male companion has gone missing. She's hiding out in North Dakota, and she doesn't know what to do.
Letty tells Lucas she's going to get her, and, though he suspects Letty's getting played, he volunteers to go with her. When he hears the woman's story, though, he begins to think there's something in it. Little does he know. In the days to come, he will embark upon an odyssey through a subculture unlike any he has ever seen, a trip that will not only put the two of them in danger--but just may change the course of his life.",crime detective thriller mystery literature story police minnesota
587,18602144,https://www.goodreads.com/book/show/13372690-slammed,"Slammed (Slammed, #1)",Colleen Hoover,eng,https://images.gr-assets.com/books/1328530463m/13372690.jpg,2012,"Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope.
Enter Will Cooper: The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope.
Not long after an intense, heart-stopping first date, they are slammed to the core when a shocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together, and the secret that keeps them apart.",crime adventure childhood drama absurd action children dark coming of age action packed alcoholism death depressing disturbing anti-war awesome bullying assassins atheism betrayal character study emotional bizarre controversial cool courage crazy creativity drugs destiny entertaining depression catastrophe cheating chick flick brothers artificial intelligence
588,1679789,https://www.goodreads.com/book/show/38709.Holes,"Holes (Holes, #1)",Louis Sachar,eng,https://images.gr-assets.com/books/1327781893m/38709.jpg,2000,"Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment--and redemption. Ages 10+
Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten- pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys' detention center, Camp Green Lake, where the warden makes the boys ""build character"" by spending all day, every day, digging holes: five feet wide and five feet deep. It doesn't take long for Stanley to realize there's more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment--and redemption.",crime adventure humor mystery childhood kids absurd action adaptation adoption aging vampires children dystopia love coming of age suspense funny adolescence writers action packed relationships realistic cool secrets self discovery stranded strange surreal segregation sexual sexual abuse spiders spies storytelling suburbia surprise ending surrealism teenagers
589,2996445,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,No Country for Old Men,Cormac McCarthy,eng,https://images.gr-assets.com/books/1443231179m/12497.jpg,2006,"In his blistering new novel, Cormac McCarthy returns to the Texas-Mexico border, setting of his famed Border Trilogy. The time is our own, when rustlers have given way to drug-runners and small towns have become free-fire zones.
One day, Llewellyn Moss finds a pickup truck surrounded by a bodyguard of dead men. A load of heroin and two million dollars in cash are still in the back. When Moss takes the money, he sets off a chain reaction of catastrophic violence that not even the law-in the person of aging, disillusioned Sheriff Bell-can contain.
As Moss tries to evade his pursuers-in particular a mysterious mastermind who flips coins for human lives-McCarthy simultaneously strips down the American crime novel and broadens its concerns to encompass themes as ancient as the Bible and as bloodily contemporary as this morning's headlines.
No Country for Old Menis a triumph.",crime thriller drama literature scary dystopia dark suspense apocalypse murder psychological treasure western
590,13554747,https://www.goodreads.com/book/show/8682579-i-ll-walk-alone,I'll Walk Alone,Mary Higgins Clark,en-US,https://images.gr-assets.com/books/1327879369m/8682579.jpg,0,"The Queen Of Suspense Is Back!
Mary Higgins Clark's new novel--the thirtieth and most spine-chilling of her long career as America's most beloved author of suspense fiction-- is about the newest and most up-to-date of crimes: identity theft.
Who has not read about--or experienced--with a sinking feeling the fear that someone else out there may be using your credit cards, accessing your bank account, even stealing your identity.
In I'll Walk Alone, Alexandra ""Zan"" Moreland, a gifted, beautiful interior designer on the threshold of a successful Manhattan career, is terrified to discover that somebody is not only using her credit cards and manipulating her financial accounts to bankrupt her and destroy her reputation, but may also be impersonating her in a scheme that may involve the much more brutal crimes of kidnapping and murder. Zan is already haunted by the disappearance of her own son, Matthew, kidnapped in broad daylight two years ago in Central Park--a tragedy that has left her torn between hope and despair.
Now, on what would be Matthew's fifth birthday, photos surface that seem to show Zan kidnapping her own child, followed by a chain of events that suggests somebody--but who? Zan asks herself desperately, and why?--has stolen her identity.
Hounded by the press, under investigation by the police, attacked by both her angry ex-husband and a vindictive business rival, Zan, wracked by fear and pain and sustained only by her belief, which nobody else shares, that Matthew is still alive, sets out to discover who is behind this cruel hoax. What she does not realize is that with every step she takes toward the truth, she is putting herself-- and those she loves most--in mortal danger from the person who has ingeniously plotted out her destruction.
Even Zan's supporters, who include Alvirah Meehan, the lottery winner and amateur detective, and Father Aiden O'Brien, who thinks that Zan may have confessed to him a secret he cannot reveal, believe she may have kidnapped little Matthew. Zan herself begins to doubt her own sanity, until, in the kind of fast-paced explosive ending that is Mary Higgins Clark's trademark, the pieces of the puzzle fall into place with an unexpected and shocking revelation.
Deeply satisfying, I'll Walk Alone is Mary Higgins Clark at the top of her form.",crime romance mystery drama dark love suspense women relationships identity kidnapping
591,21526920,https://www.goodreads.com/book/show/15803560-daddy-s-gone-a-hunting,Daddy's Gone A Hunting,Mary Higgins Clark,eng,https://images.gr-assets.com/books/1361195654m/15803560.jpg,2013,"In her latest novel Mary Higgins Clark, the beloved, bestselling ""Queen of Suspense,"" exposes a dark secret from a family's past that threatens the lives of two sisters, Kate and Hannah Connelly, when the family-owned furniture firm in Long Island City, founded by their grandfather and famous for its fine reproductions of antiques, explodes into flames in the middle of the night, leveling the buildings to the ground, including the museum where priceless antiques have been on permanent display for years.
The ashes reveal a startling and grisly discovery, and provoke a host of suspicions and questions. Was the explosion deliberately set? What was Kate--tall, gorgeous, blond, a CPA for one of the biggest accounting firms in the country, and sister of a rising fashion designer--doing in the museum when it burst into flames? Why was Gus, a retired and disgruntled craftsman, with her at that time of night? What if someone isn't who he claims to be?
Now Gus is dead, and Kate lies in the hospital badly injured and in a coma, so neither can tell what drew them there, or what the tragedy may have to do with the hunt for a young woman missing for many years, nor can they warn that somebody may be covering his tracks, willing to kill to save himself . . .
Step by step, in a novel of dazzling suspense and excitement, Mary Higgins Clark once again demonstrates the mastery of her craft that has made her books international bestsellers for years. She presents the reader with a perplexing mystery, a puzzling question of identity, and a fascinating cast of characters--one of whom may just be a ruthless killer . . .",crime romance drama dark women relationships identity kidnapping
592,25491291,https://www.goodreads.com/book/show/18143968-i-ve-got-you-under-my-skin,"I've Got You Under My Skin (Under Suspicion, #1)","Mary Higgins Clark, Alafair Burke",eng,https://images.gr-assets.com/books/1397768065m/18143968.jpg,2014,"When Laurie Moran's husband was brutally murdered, only three-year-old Timmy saw the face of his father's killer. Five years later his piercing blue eyes still haunt Timmy's dreams. Laurie is haunted by more: the killer's threat to her son as he fled the scene: Tell your mother she's next, then it's your turn . .
Now Laurie is dealing with murder again, this time as the producer of a true-crime, cold-case television show. The series will launch with the twenty-year-old unsolved murder of Betsy Powell. Betsy, a socialite, was found suffocated in her bed after a gala celebrating the graduation of her daughter and three friends. The sensational murder was news nationwide. Reopening the case in its lavish setting and with the cooperation of the surviving guests that night, Laurie is sure to have a hit on her hands. But when the estranged friends begin filming, it becomes clear each is hiding secrets . . . small and large.
And a pair of blue eyes is watching events unfold, too . . .",crime romance drama dark women relationships identity kidnapping
593,40864743,https://www.goodreads.com/book/show/21535784-the-cinderella-murder,"The Cinderella Murder (Under Suspicion, #2)","Mary Higgins Clark, Alafair Burke",eng,https://images.gr-assets.com/books/1403544444m/21535784.jpg,2014,"Television producer Laurie Moran is delighted when the pilot for her reality drama, Under Suspicion, is a success. Even more, the program--a cold case series that revisits unsolved crimes by recreating them with those affected--is off to a fantastic start when it helps solve an infamous murder in the very first episode.
Now Laurie has the ideal case to feature in the next episode ofUnder Suspicion: the Cinderella Murder. When Susan Dempsey, a beautiful and multi-talented UCLA student, was found dead, her murder raised numerous questions. Why was her car parked miles from her body? Had she ever shown up for the acting audition she was due to attend at the home of an up-and-coming director? Why does Susan's boyfriend want to avoid questions about their relationship? Was her disappearance connected to a controversial church that was active on campus? Was she close to her computer science professor because of her technological brilliance, or something more? And why was Susan missing one of her shoes when her body was discovered?
With the help of lawyer and Under Suspicion host Alex Buckley, Laurie knows the case will attract great ratings, especially when the former suspects include Hollywood's elite and tech billionaires. The suspense and drama are perfect for the silver screen--but is Cinderella's murderer ready for a close-up?",crime romance drama dark women relationships identity kidnapping
594,2571396,https://www.goodreads.com/book/show/15158.The_Camel_Club,"The Camel Club (Camel Club, #1)",David Baldacci,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2006,"Existing at the fringes of Washington D.C., the Club consists of four eccentric members. Led by a mysterious man know as ""Oliver Stone,"" they study conspiracy theories, current events, and the machinations of government to discover the ""truth"" behind the country's actions. Their efforts bear little fruit --- until the group witnesses a shocking murder ... and become embroiled in an astounding, far reaching conspiracy. Now the Club must join forces with a Secret Service agent to confront one of the most chilling spectacles ever to take place on American soil --- an event that may trigger the ultimate war between two different worlds. And all that stands in the way of this apocalypse is five unexpected heroes.",crime military
595,15254937,https://www.goodreads.com/book/show/204276.Split_Second,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2004,"Michelle Maxwell has just wrecked her promising career at the Secret Service. Against her instincts, she let a presidential candidate out of her sight for the briefest moment and the man whose safety was her responsibility vanished into thin air. Sean King knows how the younger agent feels. Eight years earlier, the hard-charging Secret Service agent allowed his attention to be diverted for a split second. And the candidate he was protecting was gunned down before his eyes. Now Michelle and Sean are about to see their destinies converge.
Drawn into a maze of lies, secrets, and deadly coincidences, the two discredited agents uncover a shocking truth: that the separate acts of violence that shattered their lives were really a long time in the making - and are a long way from over....",['crime']
596,15926531,https://www.goodreads.com/book/show/11007587-zero-day,"Zero Day (John Puller, #1)",David Baldacci,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2011,"War hero John Puller is known to be the top investigator in the US Army's CID. So when a family with military connections is brutally murdered in a remote area of West Virginia, Puller is called to investigate, and soon suspects the case has wider implications.
As the body count rises he teams up with local homicide detective Samantha Cole. As the web of deceit is revealed, it quickly becomes apparent that there's much more to this case than they had first thought. It is an investigation where nothing is as it seems, and nothing can be taken at face value.",crime military
